X,CH1,CH2,
Second,Volt,Volt,
2.53000e-04,-4.64e+00,-3.40e-02,
2.54000e-04,-4.56e+00,-3.60e-02,
2.55000e-04,-4.64e+00,-3.80e-02,
2.56000e-04,-4.56e+00,-3.40e-02,
2.57000e-04,-4.64e+00,-3.60e-02,
2.58000e-04,-4.64e+00,-3.60e-02,
2.59000e-04,-4.56e+00,-3.40e-02,
2.60000e-04,-4.64e+00,-3.60e-02,
2.61000e-04,-4.56e+00,-3.40e-02,
2.62000e-04,-4.64e+00,-3.60e-02,
2.63000e-04,-4.64e+00,-3.40e-02,
2.64000e-04,-4.56e+00,-3.40e-02,
2.65000e-04,-4.72e+00,-3.60e-02,
2.66000e-04,-4.64e+00,-3.60e-02,
2.67000e-04,-4.64e+00,-3.40e-02,
2.68000e-04,-4.64e+00,-3.60e-02,
2.69000e-04,-4.72e+00,-3.40e-02,
2.70000e-04,-4.72e+00,-3.60e-02,
2.71000e-04,-4.64e+00,-3.20e-02,
2.72000e-04,-4.64e+00,-3.60e-02,
2.73000e-04,-4.72e+00,-3.20e-02,
2.74000e-04,-4.64e+00,-3.40e-02,
2.75000e-04,-4.64e+00,-3.60e-02,
2.76000e-04,-4.72e+00,-3.40e-02,
2.77000e-04,-4.64e+00,-3.40e-02,
2.78000e-04,-4.64e+00,-3.60e-02,
2.79000e-04,-4.72e+00,-3.20e-02,
2.80000e-04,-4.72e+00,-3.60e-02,
2.81000e-04,-4.64e+00,-3.20e-02,
2.82000e-04,-4.72e+00,-3.60e-02,
2.83000e-04,-4.64e+00,-3.40e-02,
2.84000e-04,-4.72e+00,-3.60e-02,
2.85000e-04,-4.72e+00,-3.20e-02,
2.86000e-04,-4.72e+00,-3.60e-02,
2.87000e-04,-3.52e+00,3.60e-02,
2.88000e-04,-3.52e+00,3.80e-02,
2.89000e-04,-3.28e+00,4.60e-02,
2.90000e-04,-3.28e+00,4.60e-02,
2.91000e-04,-3.20e+00,5.00e-02,
2.92000e-04,-3.20e+00,4.80e-02,
2.93000e-04,-3.12e+00,5.20e-02,
2.94000e-04,-3.20e+00,5.00e-02,
2.95000e-04,-3.12e+00,5.20e-02,
2.96000e-04,-3.12e+00,5.20e-02,
2.97000e-04,-3.12e+00,5.00e-02,
2.98000e-04,-3.12e+00,5.00e-02,
2.99000e-04,-3.04e+00,5.20e-02,
