X,CH1,CH2,
Second,Volt,Volt,
2.75000e-06,1.20e+00,8.00e-03,
2.76000e-06,1.04e+00,8.00e-03,
2.77000e-06,7.20e-01,8.00e-03,
2.78000e-06,4.80e-01,4.00e-03,
2.79000e-06,2.40e-01,4.00e-03,
2.80000e-06,-1.60e-01,4.00e-03,
2.81000e-06,-4.00e-01,4.00e-03,
2.82000e-06,-7.20e-01,4.00e-03,
2.83000e-06,-1.04e+00,4.00e-03,
2.84000e-06,-1.20e+00,4.00e-03,
2.85000e-06,-1.44e+00,4.00e-03,
2.86000e-06,-1.52e+00,4.00e-03,
2.87000e-06,-1.68e+00,4.00e-03,
2.88000e-06,-1.76e+00,4.00e-03,
2.89000e-06,-1.68e+00,4.00e-03,
2.90000e-06,-1.68e+00,4.00e-03,
2.91000e-06,-1.44e+00,4.00e-03,
2.92000e-06,-1.28e+00,4.00e-03,
2.93000e-06,-1.12e+00,4.00e-03,
2.94000e-06,-8.00e-01,8.00e-03,
2.95000e-06,-6.40e-01,4.00e-03,
2.96000e-06,-2.40e-01,4.00e-03,
2.97000e-06,0.00e+00,8.00e-03,
2.98000e-06,3.20e-01,8.00e-03,
2.99000e-06,6.40e-01,1.20e-02,
